year,entidad,distrito,edo_dto,pp_gubernatura,PAN,PRI,PRD,PT,PVEM,MC,MORENA,f_rae,nep,volatilidad,,,
2018,pue,20,pue20,pan,16.77%,15.91%,1.35%,5.28%,3.11%,2.19%,44.71%,0.74,3.9,,,,
2018,pue,21,pue21,pan,26.27%,17.85%,2.63%,2.38%,8.29%,1.96%,32.99%,0.78,4.6,,,,
2018,pue,22,pue22,pan,17.71%,22.11%,3.39%,3.16%,3.20%,4.53%,27.36%,0.83,6,,,,
2018,pue,23,pue23,pan,18.41%,29.56%,5.22%,4.19%,3.25%,3.86%,28.98%,0.79,4.7,,,,
2018,pue,24,pue24,pan,15.93%,14.07%,1.63%,3.92%,7.01%,2.21%,42.58%,0.76,4.2,,,,
2018,pue,25,pue25,pan,16.17%,11.55%,1.31%,3.40%,12.07%,1.42%,46.48%,0.73,3.7,,,,
2018,pue,26,pue26,pan,20.62%,26.75%,5.54%,3.34%,3.06%,4.35%,27.39%,0.8,5.1,,,,
2024,que,1,que1,pan,36.13%,4.60%,0.97%,2.00%,3.75%,5.21%,37.92%,0.72,3.5,0.16,,,
2024,que,2,que2,pan,31.37%,3.92%,0.74%,2.22%,4.59%,6.79%,40.38%,0.73,3.7,0.13,,,
2024,que,3,que3,pan,32.21%,3.27%,0.66%,2.27%,4.83%,5.10%,41.99%,0.71,3.5,0.11,,,
2024,que,4,que4,pan,41.71%,7.09%,0.85%,2.18%,3.64%,3.90%,34.29%,0.7,3.3,0.09,,,
2024,que,5,que5,pan,47.85%,9.71%,1.30%,1.43%,2.16%,5.70%,26.41%,0.69,3.2,0.11,,,
2024,que,6,que6,pan,48.33%,4.85%,0.92%,1.67%,3.01%,6.11%,27.70%,0.68,3.1,0.15,,,
2024,que,7,que7,pan,40.54%,6.56%,0.89%,1.86%,3.20%,6.84%,33.87%,0.71,3.4,0.18,,,
2024,que,8,que8,pan,51.38%,9.67%,1.42%,2.03%,3.37%,3.38%,26.50%,0.65,2.9,0.2,,,
2024,que,9,que9,pan,34.60%,7.49%,1.58%,2.24%,11.97%,7.57%,27.46%,0.78,4.5,0.11,,,
2024,que,10,que10,pan,30.13%,3.77%,0.86%,2.75%,4.85%,7.46%,40.42%,0.73,3.7,0.23,,,
2024,que,11,que11,pan,34.41%,3.93%,0.78%,4.00%,6.31%,7.07%,38.00%,0.72,3.6,0.27,,,
2024,que,12,que12,pan,22.41%,11.53%,1.27%,5.17%,16.14%,6.53%,34.82%,0.78,4.6,0.33,,,
2024,que,13,que13,pan,47.60%,6.15%,0.82%,2.08%,2.27%,3.86%,34.79%,0.65,2.8,0.16,,,
2024,que,14,que14,pan,25.60%,5.96%,0.97%,4.87%,9.60%,14.54%,35.04%,0.77,4.4,0.29,,,
2024,que,15,que15,pan,26.54%,11.82%,3.58%,2.66%,7.40%,2.55%,36.69%,0.77,4.4,0.29,,,
2018,que,1,que1,pan,29.95%,17.39%,1.51%,1.70%,3.26%,1.57%,30.58%,0.78,4.5,,,,
2018,que,2,que2,pan,29.82%,11.78%,1.75%,1.98%,3.87%,1.48%,31.54%,0.79,4.7,,,,
2018,que,3,que3,pan,31.45%,10.29%,1.55%,2.09%,2.63%,1.86%,33.89%,0.77,4.3,,,,
2018,que,4,que4,pan,43.97%,9.70%,2.21%,1.42%,2.07%,2.38%,25.63%,0.73,3.7,,,,
2018,que,5,que5,pan,36.42%,14.20%,1.46%,1.84%,3.20%,2.65%,24.46%,0.78,4.5,,,,
2018,que,6,que6,pan,36.34%,12.59%,1.20%,2.67%,4.02%,2.05%,23.55%,0.79,4.7,,,,
2018,que,7,que7,pan,41.45%,16.15%,2.05%,2.14%,4.75%,1.82%,17.30%,0.76,4.3,,,,
2018,que,8,que8,pan,40.79%,26.02%,1.46%,1.45%,3.24%,1.35%,15.88%,0.74,3.8,,,,
2018,que,9,que9,pan,34.81%,13.11%,1.21%,1.87%,3.30%,1.71%,27.36%,0.78,4.5,,,,
2018,que,10,que10,pan,32.61%,18.79%,2.69%,3.67%,4.02%,1.90%,20.28%,0.81,5.2,,,,
2018,que,11,que11,pan,38.73%,20.17%,2.68%,1.90%,3.98%,0.00%,17.35%,0.77,4.4,,,,
2018,que,12,que12,pan,26.51%,25.36%,10.10%,1.52%,2.28%,2.22%,17.34%,0.82,5.5,,,,
2018,que,13,que13,pan,38.24%,15.41%,1.74%,2.43%,2.72%,1.97%,24.66%,0.76,4.2,,,,
2018,que,14,que14,pan,34.59%,18.75%,2.50%,3.53%,5.08%,2.04%,19.36%,0.8,5,,,,
2018,que,15,que15,pan,27.18%,37.89%,3.66%,2.57%,1.00%,2.14%,11.54%,0.76,4.1,,,,
2024,qroo,1,qroo1,morena,20.87%,5.61%,1.24%,5.91%,18.61%,10.20%,33.07%,0.79,4.9,0.23,,,
2024,qroo,2,qroo2,morena,19.84%,5.18%,1.22%,2.10%,15.85%,8.93%,40.63%,0.76,4.1,0.14,,,
2024,qroo,3,qroo3,morena,3.81%,2.07%,0.67%,2.16%,30.55%,5.63%,49.47%,0.66,2.9,0.24,,,
2024,qroo,4,qroo4,morena,4.92%,2.25%,1.61%,3.67%,20.58%,5.83%,55.06%,0.65,2.8,0.24,,,
2024,qroo,5,qroo5,morena,4.83%,2.24%,1.42%,3.38%,20.96%,5.92%,55.41%,0.64,2.8,0.33,,,
2024,qroo,6,qroo6,morena,5.48%,2.44%,1.08%,2.43%,19.40%,6.89%,55.79%,0.64,2.8,0.13,,,
2024,qroo,7,qroo7,morena,5.28%,2.48%,1.02%,2.30%,17.34%,7.87%,57.01%,0.63,2.7,0.28,,,
2024,qroo,8,qroo8,morena,29.51%,6.34%,1.41%,1.90%,12.73%,7.49%,38.36%,0.74,3.8,0.15,,,
2024,qroo,9,qroo9,morena,15.28%,4.61%,0.64%,3.08%,20.14%,5.17%,45.62%,0.72,3.6,0.28,,,
2024,qroo,10,qroo10,morena,20.40%,5.35%,1.10%,3.56%,19.05%,5.16%,39.19%,0.76,4.2,0.3,,,
2024,qroo,11,qroo11,morena,18.06%,15.44%,0.89%,2.14%,13.56%,4.95%,35.28%,0.8,4.9,0.26,,,
2024,qroo,12,qroo12,morena,8.46%,3.54%,0.86%,4.49%,15.90%,16.65%,45.73%,0.73,3.7,0.41,,,
2024,qroo,13,qroo13,morena,1.16%,1.73%,19.49%,2.87%,13.79%,13.94%,43.70%,0.73,3.7,0.41,,,
2024,qroo,14,qroo14,morena,5.37%,4.47%,2.31%,3.67%,9.82%,18.91%,48.31%,0.71,3.5,0.3,,,
2024,qroo,15,qroo15,morena,8.28%,3.72%,1.47%,2.12%,7.71%,26.09%,42.90%,0.73,3.7,0.31,,,
2019,qroo,1,qroo1,prd,18.04%,16.91%,10.79%,5.89%,13.37%,8.30%,17.33%,0.87,7.4,,,,
2019,qroo,2,qroo2,prd,6.71%,7.37%,3.21%,6.41%,15.24%,7.14%,36.78%,0.81,5.4,,,,
2019,qroo,3,qroo3,prd,7.05%,4.77%,4.68%,2.00%,11.57%,2.51%,34.24%,0.8,5,,,,
2019,qroo,4,qroo4,prd,12.02%,8.21%,3.23%,1.62%,23.03%,3.63%,28.38%,0.83,5.9,,,,
2019,qroo,5,qroo5,prd,18.88%,15.95%,2.16%,1.47%,11.81%,4.15%,30.58%,0.82,5.6,,,,
2019,qroo,6,qroo6,prd,8.05%,6.62%,2.43%,2.22%,15.60%,7.04%,42.05%,0.77,4.4,,,,
2019,qroo,7,qroo7,prd,26.61%,7.17%,1.52%,2.01%,15.58%,5.42%,32.16%,0.79,4.8,,,,
2019,qroo,8,qroo8,prd,27.42%,11.47%,1.44%,1.21%,14.03%,4.73%,20.06%,0.84,6.1,,,,
2019,qroo,9,qroo9,prd,16.53%,9.69%,1.81%,7.31%,2.67%,8.92%,21.77%,0.85,6.9,,,,
2019,qroo,10,qroo10,prd,30.78%,9.70%,2.03%,2.40%,1.44%,13.16%,21.76%,0.82,5.6,,,,
2019,qroo,11,qroo11,prd,25.44%,34.19%,1.20%,1.11%,1.74%,1.76%,26.35%,0.75,3.9,,,,
2019,qroo,12,qroo12,prd,20.81%,9.90%,19.89%,2.31%,2.64%,7.34%,26.24%,0.83,5.9,,,,
2019,qroo,13,qroo13,prd,14.26%,17.59%,11.13%,9.83%,2.51%,2.99%,28.57%,0.84,6.2,,,,
2019,qroo,14,qroo14,prd,20.96%,13.25%,1.47%,2.26%,2.03%,5.70%,35.90%,0.8,4.9,,,,
2019,qroo,15,qroo15,prd,15.47%,16.54%,1.96%,2.76%,1.57%,4.90%,30.19%,0.84,6.1,,,,
2024,slp,1,slp1,pvem,15.73%,7.52%,2.59%,2.85%,24.37%,6.26%,15.83%,0.86,7.3,0.29,,,
2024,slp,2,slp2,pvem,4.40%,8.46%,1.14%,3.89%,40.79%,11.45%,15.88%,0.78,4.6,0.44,,,
2024,slp,3,slp3,pvem,9.70%,16.85%,3.31%,1.74%,35.63%,5.97%,14.03%,0.81,5.2,0.33,,,
2024,slp,4,slp4,pvem,14.60%,7.15%,1.17%,1.77%,27.94%,11.74%,20.02%,0.84,6.2,0.44,,,
2024,slp,5,slp5,pvem,31.00%,10.60%,1.70%,1.38%,16.79%,5.94%,16.60%,0.83,5.8,0.49,,,
2024,slp,6,slp6,pvem,15.87%,6.44%,1.24%,1.82%,28.80%,9.16%,21.95%,0.83,5.8,0.31,,,
2024,slp,7,slp7,pvem,18.43%,8.19%,1.68%,1.92%,26.18%,9.21%,22.22%,0.83,5.9,0.35,,,
2024,slp,8,slp8,pvem,38.44%,9.12%,1.39%,1.83%,16.90%,8.14%,12.42%,0.79,4.8,0.33,,,
2024,slp,9,slp9,pvem,10.22%,4.23%,0.97%,1.20%,42.12%,9.09%,19.08%,0.76,4.2,0.42,,,
2024,slp,10,slp10,pvem,12.17%,5.37%,1.33%,1.50%,40.71%,5.78%,21.59%,0.76,4.2,0.42,,,
2024,slp,11,slp11,pvem,18.50%,7.87%,1.40%,1.74%,31.07%,8.97%,18.16%,0.82,5.5,0.38,,,
2024,slp,12,slp12,pvem,7.77%,6.88%,2.51%,4.40%,28.50%,3.70%,27.64%,0.82,5.5,0.3,,,
2024,slp,13,slp13,pvem,10.18%,5.32%,3.77%,2.96%,21.43%,11.50%,27.46%,0.84,6.4,0.33,,,
2024,slp,14,slp14,pvem,10.31%,8.31%,3.52%,2.70%,18.76%,8.41%,27.91%,0.85,6.8,0.39,,,
2024,slp,15,slp15,pvem,9.71%,3.78%,0.52%,1.39%,47.83%,2.46%,18.38%,0.71,3.5,0.42,,,
2018,slp,1,slp1,pri,6.21%,19.92%,9.04%,6.29%,13.46%,14.49%,22.33%,0.85,6.8,,,,
2018,slp,2,slp2,pri,24.88%,6.34%,15.37%,2.61%,9.17%,2.76%,24.91%,0.83,6,,,,
2018,slp,3,slp3,pri,11.98%,28.13%,20.24%,3.58%,6.64%,4.76%,10.93%,0.84,6.2,,,,
2018,slp,4,slp4,pri,0.31%,22.98%,5.38%,6.56%,6.74%,30.70%,12.04%,0.82,5.4,,,,
2018,slp,5,slp5,pri,0.15%,5.87%,28.53%,5.43%,6.84%,14.47%,28.94%,0.8,5,,,,
2018,slp,6,slp6,pri,24.03%,9.08%,20.53%,2.58%,2.88%,3.91%,21.62%,0.84,6.1,,,,
2018,slp,7,slp7,pri,45.05%,12.26%,8.22%,2.21%,4.19%,2.37%,18.57%,0.74,3.8,,,,
2018,slp,8,slp8,pri,23.29%,5.28%,18.31%,3.37%,9.46%,3.18%,29.52%,0.81,5.2,,,,
2018,slp,9,slp9,pri,12.47%,4.77%,30.69%,3.34%,5.74%,2.74%,26.53%,0.81,5.1,,,,
2018,slp,10,slp10,pri,27.90%,21.71%,9.86%,5.36%,6.72%,2.10%,19.71%,0.82,5.5,,,,
2018,slp,11,slp11,pri,25.03%,25.04%,6.50%,7.98%,5.13%,0.77%,12.19%,0.83,6,,,,
2018,slp,12,slp12,pri,14.24%,17.89%,13.49%,2.32%,3.95%,6.10%,29.60%,0.83,5.9,,,,
2018,slp,13,slp13,pri,22.63%,15.41%,12.15%,5.04%,3.40%,3.09%,20.16%,0.84,6.4,,,,
2018,slp,14,slp14,pri,29.94%,26.62%,10.14%,4.10%,6.03%,3.33%,13.82%,0.8,5.1,,,,
2018,slp,15,slp15,pri,26.43%,10.96%,11.18%,4.47%,4.14%,1.10%,20.16%,0.84,6.3,,,,
2018,slp,16,slp16,pri,20.15%,12.41%,5.63%,3.09%,4.27%,2.64%,46.02%,0.72,3.6,,,,
2024,sin,1,sin1,morena,7.10%,15.12%,5.75%,0.43%,19.56%,4.87%,37.78%,0.78,4.6,0.35,,,
2024,sin,2,sin2,morena,9.43%,21.66%,1.42%,13.06%,1.28%,3.95%,39.97%,0.76,4.2,0.24,,,
2024,sin,3,sin3,morena,4.75%,21.38%,1.71%,7.83%,0.77%,5.41%,47.36%,0.71,3.5,0.17,,,
2024,sin,4,sin4,morena,10.70%,25.42%,1.32%,5.10%,1.07%,3.12%,42.15%,0.74,3.8,0.16,,,
2024,sin,5,sin5,morena,11.03%,24.52%,1.32%,2.70%,0.47%,2.67%,47.72%,0.69,3.3,0.17,,,
2024,sin,6,sin6,morena,4.48%,42.58%,1.40%,2.51%,0.56%,1.72%,34.75%,0.69,3.2,0.13,,,
2024,sin,7,sin7,morena,9.81%,29.47%,1.64%,0.40%,0.42%,1.51%,47.33%,0.67,3.1,0.08,,,
2024,sin,8,sin8,morena,10.09%,26.21%,1.73%,0.37%,0.38%,1.42%,50.29%,0.66,3,0.09,,,
2024,sin,9,sin9,morena,5.94%,24.49%,3.23%,0.51%,2.63%,1.33%,45.74%,0.71,3.5,0.32,,,
2024,sin,10,sin10,morena,3.19%,29.34%,5.15%,2.75%,0.64%,6.48%,37.24%,0.75,4,0.32,,,
2024,sin,11,sin11,morena,5.33%,25.35%,0.70%,9.07%,2.19%,10.42%,37.63%,0.77,4.3,0.26,,,
2024,sin,12,sin12,morena,9.56%,25.00%,1.29%,1.36%,1.60%,4.86%,43.82%,0.73,3.7,0.14,,,
2024,sin,13,sin13,morena,12.00%,27.80%,1.44%,1.16%,1.61%,3.89%,41.32%,0.73,3.7,0.12,,,
2024,sin,14,sin14,morena,13.56%,25.06%,1.22%,1.06%,2.24%,5.39%,41.65%,0.74,3.8,0.11,,,
2024,sin,15,sin15,morena,11.12%,24.44%,1.30%,1.67%,1.41%,4.32%,45.88%,0.71,3.5,0.13,,,
2024,sin,16,sin16,morena,5.86%,20.79%,1.28%,1.11%,2.36%,5.37%,51.71%,0.68,3.1,0.15,,,
2024,sin,17,sin17,morena,6.15%,24.21%,1.68%,2.39%,2.01%,4.66%,47.34%,0.7,3.4,0.14,,,
2024,sin,18,sin18,morena,4.56%,21.99%,1.37%,3.29%,1.06%,2.87%,51.04%,0.68,3.1,0.14,,,
2024,sin,19,sin19,morena,2.86%,29.59%,1.12%,11.53%,3.88%,1.45%,25.08%,0.8,5.1,0.25,,,
2024,sin,20,sin20,morena,6.26%,17.99%,0.90%,1.71%,1.57%,3.64%,54.45%,0.66,2.9,0.17,,,
2024,sin,21,sin21,morena,11.81%,22.22%,0.62%,1.17%,1.93%,4.07%,45.44%,0.72,3.6,0.12,,,
2024,sin,22,sin22,morena,8.01%,22.52%,0.96%,1.07%,6.28%,4.78%,46.00%,0.72,3.6,0.17,,,
2024,sin,23,sin23,morena,6.28%,20.12%,2.68%,1.32%,1.61%,3.55%,47.20%,0.71,3.5,0.28,,,
2024,sin,24,sin24,morena,25.17%,10.01%,0.91%,5.62%,0.58%,11.22%,28.27%,0.82,5.5,0.23,,,
2018,sin,1,sin1,pri,24.10%,34.33%,,0.00%,0.00%,,40.98%,0.66,2.9,,,,
2018,sin,2,sin2,pri,22.57%,25.95%,,0.00%,0.00%,,50.09%,0.63,2.7,,,,
2018,sin,3,sin3,pri,20.18%,27.16%,,5.47%,0.00%,,45.15%,0.68,3.1,,,,
2018,sin,4,sin4,pri,21.13%,24.68%,,0.00%,0.00%,,52.66%,0.62,2.6,,,,
2018,sin,5,sin5,pri,25.49%,18.70%,,0.00%,0.00%,,54.39%,0.6,2.5,,,,
2018,sin,6,sin6,pri,16.31%,41.52%,,0.00%,0.00%,,41.51%,0.63,2.7,,,,
2018,sin,7,sin7,pri,11.59%,33.58%,,0.00%,0.00%,,54.01%,0.58,2.4,,,,
2018,sin,8,sin8,pri,14.26%,35.44%,,0.00%,0.00%,,49.24%,0.61,2.6,,,,
2018,sin,9,sin9,pri,43.40%,26.67%,,0.00%,0.00%,,29.25%,0.65,2.9,,,,
2018,sin,10,sin10,pri,31.72%,40.41%,,0.00%,0.00%,,27.11%,0.66,3,,,,
2018,sin,11,sin11,pri,20.61%,26.07%,,0.00%,0.00%,,50.55%,0.63,2.7,,,,
2018,sin,12,sin12,pri,20.99%,24.44%,,0.00%,0.00%,,51.31%,0.63,2.7,,,,
2018,sin,13,sin13,pri,19.88%,29.32%,,0.00%,0.00%,,47.51%,0.65,2.8,,,,
2018,sin,14,sin14,pri,18.85%,26.32%,,0.00%,0.00%,,47.04%,0.67,3,,,,
2018,sin,15,sin15,pri,17.17%,21.62%,,0.00%,0.00%,,53.54%,0.63,2.7,,,,
2018,sin,16,sin16,pri,16.51%,22.80%,,0.00%,0.00%,,58.79%,0.57,2.4,,,,
2018,sin,17,sin17,pri,15.00%,25.46%,,0.00%,0.00%,,55.30%,0.61,2.5,,,,
2018,sin,18,sin18,pri,22.52%,21.84%,,0.00%,1.80%,,50.27%,0.65,2.8,,,,
2018,sin,19,sin19,pri,27.33%,37.46%,,0.00%,5.54%,,27.09%,0.71,3.4,,,,
2018,sin,20,sin20,pri,21.23%,26.45%,,0.00%,0.00%,,50.89%,0.63,2.7,,,,
2018,sin,21,sin21,pri,21.52%,26.20%,,0.00%,0.00%,,47.38%,0.66,2.9,,,,
2018,sin,22,sin22,pri,20.89%,26.66%,,0.00%,0.00%,,50.28%,0.63,2.7,,,,
2018,sin,23,sin23,pri,27.96%,34.65%,,0.00%,0.00%,,36.34%,0.67,3,,,,
2018,sin,24,sin24,pri,35.10%,27.74%,,0.78%,1.61%,,29.19%,0.71,3.5,,,,
2024,son,1,son1,morena,24.60%,11.72%,3.18%,0.02%,0.02%,17.79%,0.23%,0.77,4.3,0.36,,,
2024,son,2,son2,morena,0.11%,0.09%,0.01%,0.04%,0.02%,20.37%,0.28%,0.65,2.9,0.41,,,
2024,son,3,son3,morena,14.02%,15.04%,1.33%,0.08%,0.03%,7.67%,0.64%,0.66,2.9,0.27,,,
2024,son,4,son4,morena,9.66%,6.41%,1.01%,0.02%,0.02%,15.23%,0.52%,0.57,2.3,0.36,,,
2024,son,5,son5,morena,14.46%,7.45%,1.44%,0.02%,0.04%,11.02%,0.60%,0.59,2.5,0.31,,,
2024,son,6,son6,morena,14.27%,13.82%,1.27%,0.00%,0.00%,10.01%,0.00%,0.64,2.8,0.29,,,
2024,son,7,son7,morena,17.29%,9.19%,1.53%,0.04%,0.04%,12.86%,0.80%,0.63,2.7,0.33,,,
2024,son,8,son8,morena,18.97%,17.93%,1.30%,0.05%,0.03%,9.79%,0.54%,0.71,3.5,0.28,,,
2024,son,9,son9,morena,0.00%,0.00%,0.00%,0.00%,0.00%,11.87%,0.00%,0.5,2,0.43,,,
2024,son,10,son10,morena,21.87%,17.15%,1.66%,0.03%,0.01%,7.34%,0.42%,0.71,3.5,0.29,,,
2024,son,11,son11,morena,16.47%,15.47%,1.35%,0.12%,0.06%,11.21%,1.16%,0.7,3.3,0.35,,,
2024,son,12,son12,morena,0.00%,0.00%,0.00%,0.00%,0.00%,12.89%,0.00%,0.54,2.2,0.44,,,
2024,son,13,son13,morena,10.89%,13.75%,2.12%,0.03%,0.01%,8.49%,0.34%,0.62,2.7,0.33,,,
2024,son,14,son14,morena,3.15%,6.86%,7.06%,0.03%,0.04%,9.89%,0.40%,0.49,1.9,0.33,,,
2024,son,15,son15,morena,4.74%,8.92%,0.90%,0.07%,0.07%,10.04%,0.78%,0.48,1.9,0.34,,,
2024,son,16,son16,morena,10.82%,13.47%,1.28%,0.03%,0.02%,10.69%,0.26%,0.6,2.5,0.25,,,
2024,son,17,son17,morena,8.20%,13.13%,1.14%,0.02%,0.02%,9.62%,0.27%,0.58,2.4,0.31,,,
2024,son,18,son18,morena,12.13%,31.02%,2.06%,0.00%,0.00%,11.05%,0.00%,0.71,3.4,0.38,,,
2024,son,19,son19,morena,0.12%,0.22%,0.01%,0.14%,0.06%,11.32%,1.24%,0.58,2.4,0.5,,,
2024,son,20,son20,morena,1.16%,6.30%,1.00%,0.00%,0.00%,15.93%,50.54%,0.65,2.9,0.29,,,
2024,son,21,son21,morena,13.06%,14.54%,1.25%,0.04%,0.02%,8.70%,0.29%,0.63,2.7,0.16,,,
2018,son,1,son1,pri,21.13%,0.00%,1.71%,3.57%,0.00%,2.48%,36.03%,0.76,4.2,,,,
2018,son,2,son2,pri,25.62%,0.00%,1.92%,3.44%,0.00%,3.05%,33.90%,0.75,4,,,,
2018,son,3,son3,pri,13.48%,24.91%,1.95%,2.78%,2.20%,8.16%,38.84%,0.76,4.2,,,,
2018,son,4,son4,pri,20.30%,20.59%,1.94%,2.86%,1.68%,9.79%,35.94%,0.78,4.5,,,,
2018,son,5,son5,pri,23.49%,20.64%,2.30%,2.48%,1.56%,9.95%,33.49%,0.78,4.5,,,,
2018,son,6,son6,pri,14.55%,28.49%,1.10%,2.40%,2.12%,6.90%,36.22%,0.76,4.2,,,,
2018,son,7,son7,pri,26.49%,25.27%,2.22%,4.55%,1.71%,4.32%,26.95%,0.79,4.7,,,,
2018,son,8,son8,pri,14.08%,17.23%,1.26%,2.62%,1.88%,8.46%,44.18%,0.74,3.9,,,,
2018,son,9,son9,pri,17.31%,26.82%,0.90%,1.96%,2.56%,8.20%,33.45%,0.78,4.5,,,,
2018,son,10,son10,pri,14.79%,24.85%,1.10%,2.52%,2.33%,7.18%,38.47%,0.76,4.2,,,,
2018,son,11,son11,pri,10.39%,28.15%,1.09%,3.07%,2.42%,5.71%,40.63%,0.74,3.8,,,,
2018,son,12,son12,pri,16.27%,23.62%,1.07%,2.85%,2.07%,7.61%,37.75%,0.77,4.3,,,,
2018,son,13,son13,pri,13.46%,0.00%,2.35%,6.18%,0.00%,3.75%,39.17%,0.77,4.3,,,,
2018,son,14,son14,pri,8.10%,0.00%,6.97%,4.68%,0.00%,5.94%,46.51%,0.72,3.6,,,,
2018,son,15,son15,pri,3.63%,21.66%,1.05%,2.28%,2.09%,6.56%,46.67%,0.72,3.6,,,,
2018,son,16,son16,pri,6.80%,17.58%,1.06%,2.54%,2.17%,11.42%,37.03%,0.79,4.7,,,,
2018,son,17,son17,pri,4.53%,16.18%,1.09%,2.21%,1.49%,7.35%,49.52%,0.71,3.4,,,,
2018,son,18,son18,pri,23.97%,0.00%,2.74%,3.86%,0.00%,3.74%,20.91%,0.73,3.7,,,,
2018,son,19,son19,pri,9.92%,29.43%,1.35%,2.30%,1.81%,1.82%,46.67%,0.68,3.2,,,,
2018,son,20,son20,pri,10.29%,28.37%,3.55%,2.90%,1.07%,2.01%,44.29%,0.71,3.4,,,,
2018,son,21,son21,pri,10.42%,0.00%,1.14%,1.54%,0.00%,8.89%,13.56%,0.82,5.5,,,,
2024,tab ,1,tab 1,morena,1.11%,1.82%,10.72%,2.17%,3.28%,5.46%,74.53%,0.43,1.7,0.33,,,
2024,tab ,2,tab 2,morena,1.13%,2.44%,12.00%,2.30%,6.37%,3.21%,72.55%,0.45,1.8,0.12,,,
2024,tab ,3,tab 3,morena,0.46%,2.43%,21.04%,2.35%,5.92%,3.59%,64.21%,0.54,2.2,0.07,,,
2024,tab ,4,tab 4,morena,0.91%,2.04%,6.15%,6.60%,22.88%,8.57%,52.85%,0.65,2.9,0.3,,,
2024,tab ,5,tab 5,morena,3.00%,5.12%,2.01%,3.73%,8.92%,7.54%,69.68%,0.5,2,0.26,,,
2024,tab ,6,tab 6,morena,3.84%,1.74%,3.26%,8.17%,11.88%,5.14%,65.98%,0.54,2.2,0.13,,,
2024,tab ,7,tab 7,morena,6.14%,7.41%,2.61%,5.26%,6.64%,8.37%,63.57%,0.57,2.3,0.16,,,
2024,tab ,8,tab 8,morena,5.87%,7.35%,2.17%,5.22%,8.04%,6.94%,64.40%,0.56,2.3,0.14,,,
2024,tab ,9,tab 9,morena,5.59%,10.43%,4.20%,4.45%,7.94%,6.76%,60.19%,0.61,2.6,0.14,,,
2024,tab ,10,tab 10,morena,3.38%,4.94%,2.42%,6.56%,10.47%,1.71%,70.51%,0.48,1.9,0.11,,,
2024,tab ,11,tab 11,morena,1.26%,1.65%,26.69%,2.46%,3.95%,1.16%,62.82%,0.53,2.1,0.3,,,
2024,tab ,12,tab 12,morena,0.58%,1.77%,31.03%,1.72%,2.15%,1.57%,61.18%,0.53,2.1,0.24,,,
2024,tab ,13,tab 13,morena,0.67%,1.48%,3.35%,1.63%,13.30%,4.73%,49.89%,0.67,3,0.26,,,
2024,tab ,14,tab 14,morena,1.51%,1.04%,12.18%,2.55%,8.77%,13.16%,60.79%,0.59,2.4,0.18,,,
2024,tab ,15,tab 15,morena,0.86%,1.53%,11.38%,1.92%,3.26%,16.66%,64.39%,0.54,2.2,0.28,,,
2024,tab ,16,tab 16,morena,2.72%,3.41%,3.15%,9.93%,12.73%,14.94%,51.79%,0.68,3.1,0.36,,,
2024,tab ,17,tab 17,morena,0.71%,3.47%,23.49%,21.53%,3.42%,0.89%,46.50%,0.68,3.1,0.27,,,
2024,tab ,18,tab 18,morena,2.44%,3.31%,2.03%,31.59%,5.54%,4.67%,49.37%,0.65,2.8,0.31,,,
2024,tab ,19,tab 19,morena,0.71%,1.25%,12.26%,1.97%,2.21%,24.96%,56.64%,0.6,2.5,0.29,,,
2024,tab ,20,tab 20,morena,1.63%,2.91%,2.38%,17.38%,5.20%,16.52%,52.85%,0.66,2.9,0.31,,,
2024,tab ,21,tab 21,morena,3.49%,2.66%,4.17%,16.91%,6.69%,8.66%,57.43%,0.63,2.7,0.21,,,
2018,tab,1,tab1,morena,2.19%,21.24%,6.35%,1.06%,10.55%,2.23%,45.39%,0.73,3.6,,,,
2018,tab,2,tab2,morena,0.85%,3.47%,11.24%,1.14%,14.58%,1.04%,62.09%,0.58,2.4,,,,
2018,tab,3,tab3,morena,0.63%,8.09%,20.33%,1.79%,3.98%,1.82%,60.29%,0.59,2.4,,,,
2018,tab,4,tab4,morena,0.65%,10.75%,22.19%,1.48%,3.26%,1.34%,56.02%,0.62,2.7,,,,
2018,tab,5,tab5,morena,2.39%,8.98%,14.09%,2.00%,14.70%,2.32%,46.42%,0.73,3.7,,,,
2018,tab,6,tab6,morena,2.28%,8.46%,3.68%,1.61%,6.49%,1.85%,68.11%,0.52,2.1,,,,
2018,tab,7,tab7,morena,1.27%,18.30%,4.09%,3.00%,1.60%,2.32%,64.90%,0.54,2.2,,,,
2018,tab,8,tab8,morena,2.53%,8.81%,3.78%,1.70%,3.12%,1.86%,72.30%,0.46,1.9,,,,
2018,tab,9,tab9,morena,2.67%,8.54%,3.86%,2.54%,3.96%,2.21%,73.53%,0.45,1.8,,,,
2018,tab,10,tab10,morena,1.49%,5.65%,6.67%,2.28%,3.29%,2.50%,72.67%,0.46,1.9,,,,
2018,tab,11,tab11,morena,1.69%,14.06%,12.54%,3.06%,13.55%,4.86%,44.40%,0.74,3.9,,,,
2018,tab,12,tab12,morena,2.91%,8.96%,5.49%,2.07%,3.70%,2.39%,71.35%,0.48,1.9,,,,
2018,tab,13,tab13,morena,1.35%,13.21%,21.94%,1.23%,2.13%,1.09%,56.64%,0.61,2.6,,,,
2018,tab,14,tab14,morena,2.27%,13.32%,14.89%,2.37%,3.65%,2.57%,55.53%,0.65,2.8,,,,
